cond,a_tot,i_tot,c_tot,mfqA1,mfqA2,mfqA3,mfqA4,mfqA5,mfqA6,mfqA7,mfqA8,mfqA9,mfqA10,mfqA11,mfqA12,mfqA13,mfqA14,mfqA15,mfqA16,mfqA17,mfqA18,mfqA19,mfqA20,mfqA21,mfqA22,mfqA23,mfqA24,mfqA25,mfqA26,mfqA27,mfqA28,mfqA29,mfqA30,mfqA31,mfqB1,mfqB2,mfqB3,mfqB4,mfqB5,mfqB6,mfqB7,mfqB8,mfqB9,mfqB10,mfqB11,mfqB12,mfqB13,mfqB14,mfqB15,mfqB16,mfqB17,mfqB18,mfqB19,mfqB20,mfqB21,mfqB22,mfqB23,mfqB24,mfqB25,mfqB26,mfqB27,mfqB28,mfqB29,mfqB30,mfqB31,mfqB32,mfqB33,mfqB34,mfqB35,mfqB36,mfqB37,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,race_text,ses,income,edu,big,relaff,relaff_text,if_rel,pray,relserv,relint,for_policy,eco_policy,soc_policy,rel_policy,polaff,purpose,purpose_check,Study for how life is associated to God,study_check,task_related,tr_explain,task_affect,ta_explain,sut_susp,ss_explain,sut_theme,st_explain,goal,goal_explain,random,random,LocationLatitude,LocationLongitude,India,other,us,sf
1,1,,,4,6,1,3,1,5,2,2,2,5,6,2,2,2,2,4,5,6,4,3,6,4,5,5,2,6,5,6,4,6,6,5,4,6,5,4,5,1,5,5,5,6,6,4,5,5,5,4,4,6,5,4,1,5,4,4,5,6,5,5,4,5,4,4,4,3,4,5,7,6,7,7,7,6,6,7,6,7,6,6,7,6,6,7,7,5,4,5,4,4,3,3,7,5,5,5,6,7,5,7,6,6,6,5,5,4,7,7,6,8,6,6,1,28,2,,3,2,4,1,6,,3,6,5,9,6,6,6,3,2,the attitude towards life,0,peoples attitude towards others,0,2,,2,,2,,2,,2,,196,196,35.95429993,-93.97949982,0,,1,0
0,,,1,1,5,5,4,5,5,5,1,5,2,5,5,5,5,5,1,1,2,5,6,1,6,6,2,5,5,1,6,6,6,6,6,1,5,6,5,6,5,6,6,1,6,1,4,1,1,2,6,6,5,5,6,5,6,6,5,2,6,6,6,2,2,5,4,6,5,5,5,4,6,4,5,4,4,6,4,6,5,6,6,6,4,5,4,4,6,6,4,4,4,4,4,4,6,6,6,6,5,6,6,4,6,4,4,4,6,4,4,4,6,6,6,2,50,5,,5,2,4,1,1,,4,6,6,8,1,1,1,1,7,About your religion,0,religion,0,1,,2,,2,,2,,2,,196,196,25.3572998,55.40330505,0,uae,2,0
0,,,1,1,6,6,4,6,6,6,6,5,6,4,5,4,4,4,6,6,6,6,6,6,5,6,5,6,5,6,6,6,6,5,4,4,5,6,4,6,2,4,5,3,5,6,3,1,2,2,5,6,5,3,5,2,5,4,2,4,5,4,5,5,3,5,3,6,5,5,5,9,8,8,6,5,2,1,3,3,1,8,1,5,4,1,1,1,8,1,6,1,1,1,1,1,8,1,5,2,1,7,7,2,5,2,2,7,8,8,1,1,6,5,3,2,55,2,,2,2,4,1,1,,4,6,6,9,4,4,4,6,4,TO TEST OUR THINKING ABILITIES,0,ATTITUDES AND OPINIONS,0,2,,2,,2,,2,,2,,204,204,12.98330688,77.58331299,1,,0,0
0,,,1,5,6,4,3,2,2,3,2,5,2,5,3,2,3,2,2,3,1,2,4,5,5,6,5,5,5,6,5,6,5,6,6,5,4,6,6,6,5,4,6,3,5,6,3,2,5,5,4,4,6,6,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,8,7,9,8,8,7,7,9,7,8,7,9,7,8,8,6,5,7,7,8,7,6,6,8,5,7,7,8,7,6,8,8,6,6,8,5,8,8,3,6,7,6,6,7,2,28,2,,3,2,3,1,4,,2,4,2,5,4,3,4,4,6,about some religious belief,0,about attitude and religious belief,0,2,,2,,1,some words i dont know to write,2,,2,,208,208,13.08329773,80.28329468,1,,0,0
1,1,,,4,6,5,4,4,5,4,4,5,4,4,5,4,5,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,3,4,3,4,4,5,4,4,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,4,7,6,7,6,6,7,7,6,7,7,6,5,7,7,7,8,7,6,6,7,6,7,7,6,7,6,7,7,6,7,7,6,7,6,7,7,6,6,7,7,7,8,7,7,2,41,2,,3,1,4,1,2,,4,6,6,9,4,5,4,5,4,This survey is about your attitudes and opinions on different topics.,1,help us best understand the ways in which people feel toward various social situations. ,1,2,,2,,2,,2,,2,,217,217,9.983306885,76.28329468,1,,0,0
2,,1,,4,4,5,5,6,4,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,5,6,5,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,7,8,8,8,7,8,8,9,8,8,8,8,7,8,8,8,7,8,7,8,7,8,8,8,7,7,7,8,8,8,8,7,8,7,7,8,8,9,7,8,8,8,7,7,2,26,2,,2,5,5,1,4,,4,5,6,9,7,6,6,6,3,decision making,,decision making,,2,,2,,2,,2,,2,,222,222,12.98330688,77.58331299,1,,0,0
2,,1,,1,1,3,2,5,3,5,4,4,2,3,3,4,3,6,4,1,1,4,1,4,4,6,5,3,5,2,4,4,6,6,1,5,5,2,6,6,4,6,6,5,2,1,5,5,4,3,5,1,4,5,3,1,1,6,3,2,6,6,6,5,2,6,1,4,4,4,6,5,4,4,4,6,5,4,4,4,4,5,4,5,5,4,4,5,5,5,5,4,4,5,4,5,5,4,6,6,6,4,4,4,5,6,5,4,4,5,4,5,5,6,6,1,31,2,,3,5,5,3,4,,3,3,4,5,6,6,2,2,2,not sure,0,not sure,0,2,,2,,2,,2,,2,,222,222,13.08329773,80.28329468,1,,0,0
1,1,,,1,2,5,2,6,5,6,5,3,6,4,3,6,5,3,5,1,6,5,6,1,6,6,3,1,6,3,2,2,6,6,5,6,6,6,6,5,5,5,6,2,5,1,3,1,2,1,5,3,5,3,5,2,2,5,4,4,3,6,5,2,2,5,6,6,3,6,3,3,7,1,9,6,5,9,2,6,6,1,8,9,9,8,8,9,2,2,6,8,9,6,7,8,9,9,6,6,5,4,8,6,9,8,2,7,8,4,4,3,5,9,4,2,56,2,,2,5,5,1,4,,2,5,4,8,2,1,1,1,7,About how religion affects your thoughts on morality.,0,Morality and Religion,0,1,Religious views do impact morality. Religion in a way defines the right conduct of life.,2,,2,,1,May be the use of God,2,,223,223,12.98330688,77.58331299,1,,0,0
1,1,,,4,5,4,4,6,6,5,4,5,5,5,4,5,4,4,6,5,5,4,6,6,5,5,4,4,6,5,4,3,5,6,5,5,4,5,5,5,2,3,6,6,5,5,4,1,4,6,2,5,5,2,4,6,4,4,1,3,6,5,5,4,3,4,4,5,3,4,6,8,7,8,9,7,8,7,8,9,7,6,2,7,6,7,7,7,6,7,6,7,8,7,8,9,8,9,7,9,6,8,8,7,7,8,7,7,8,8,7,8,6,7,9,2,27,2,,3,2,5,1,4,,4,6,6,7,6,7,7,7,7,about human faith,0,faith of man,0,2,,2,,2,,2,,2,,232,232,13.08329773,80.28329468,1,,0,0
2,,1,,1,6,6,6,4,1,1,6,1,6,6,6,1,1,6,6,6,1,4,6,6,1,6,5,3,5,1,6,6,6,6,1,6,1,1,1,6,6,6,5,4,3,5,4,5,1,6,4,3,6,6,1,6,6,6,1,6,6,1,6,6,4,6,6,4,6,6,6,9,1,9,9,6,6,6,6,1,6,6,6,6,1,6,9,4,9,1,5,5,5,5,5,8,7,5,6,8,5,3,5,4,6,7,6,3,3,6,5,9,5,4,3,2,27,5,,3,2,3,1,1,,3,4,1,7,6,6,5,6,2,no idea,0,religion,0,2,n/a,2,n/a,1,all religious,1,religion,2,n/a,236,236,33.18539429,-96.12719727,0,,1,0
2,,1,,4,4,2,4,3,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,4,6,4,6,5,1,5,4,5,4,4,4,4,4,4,4,3,4,4,4,1,4,6,3,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,7,7,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,7,7,5,6,6,6,5,7,6,7,7,6,8,7,6,6,6,5,7,6,7,6,7,7,6,7,9,1,27,1,,2,4,5,1,2,,4,6,5,7,5,6,5,5,3,believes in God ,0,People thinkings,0,2,,2,,2,,2,,2,,240,240,,,1,,0,0
0,,,1,5,5,3,3,4,5,4,5,5,3,5,5,4,4,4,5,5,6,5,6,5,6,6,5,6,6,6,5,5,5,5,5,4,5,5,2,3,5,4,5,2,5,4,3,2,4,2,4,6,4,5,5,6,4,5,1,2,5,5,5,5,5,4,5,2,3,4,5,3,1,7,6,7,5,5,6,4,6,6,1,4,4,2,7,4,1,8,8,3,8,7,5,6,6,6,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,2,30,2,,4,1,3,1,4,,3,5,4,7,5,3,6,2,4,people's reloius belief,0,To Know how a person is religious,0,2,,1,It makes me think about god,2,,2,,2,,241,241,10.99249268,76.96139526,1,,0,0
1,1,,,1,6,5,2,5,6,5,5,3,4,4,2,5,5,5,6,6,6,6,6,4,6,4,3,5,4,6,4,6,6,5,5,4,2,3,5,4,5,4,6,1,6,2,4,1,4,3,4,3,6,2,4,4,6,5,6,1,6,6,3,3,6,4,3,6,3,6,6,6,4,9,1,6,4,4,5,1,1,9,5,5,4,4,4,4,6,6,6,5,5,5,4,1,9,1,4,6,4,6,6,1,9,4,1,5,6,6,4,4,6,6,6,2,59,5,,4,5,3,1,1,,2,5,1,8,4,1,3,3,6,"I think the purpose of this study was to see how religious the participants might be and if so, how their religion influences their everyday experiences. ",0,The behavior of religious people. ,0,2,,2,,1,Every sentence seemed to be about religion. ,2,,2,,242,242,37.97529602,-121.3244019,0,,1,0
2,,1,,1,1,5,2,6,2,6,4,6,2,1,4,6,6,6,1,1,2,5,5,5,3,4,1,1,3,1,3,3,6,5,1,3,4,4,5,6,5,5,5,5,3,1,5,2,1,3,6,6,4,5,3,4,2,6,3,1,5,6,6,3,2,6,1,5,4,4,6,1,9,1,9,1,1,9,1,9,9,1,9,5,1,5,5,5,9,1,1,5,5,1,1,5,1,9,1,1,1,1,1,5,5,5,5,1,1,1,5,1,1,1,1,2,44,5,,2,6,3,2,8,,1,1,1,1,2,5,1,1,2,Religious views?,0,Why people think about religion the way they do.,0,2,,2,,2,,2,,2,,248,248,29.54469299,-95.33699799,0,,1,0
2,,1,,5,6,4,5,4,4,5,3,5,2,3,4,4,6,4,4,6,6,4,6,5,4,5,3,6,6,5,6,5,6,6,3,3,4,6,4,3,5,2,4,5,5,2,5,4,1,4,4,5,1,4,5,1,2,4,6,5,6,5,4,4,5,5,5,6,4,4,6,9,8,9,9,8,9,7,8,8,6,6,1,9,9,8,2,7,5,1,4,7,8,2,6,9,8,8,7,6,9,8,6,7,9,6,7,8,9,9,8,7,8,8,9,1,29,2,,3,2,5,1,2,,5,6,5,9,5,6,6,1,5,To evaluate individuals character and attitudes,0,It was try to know the human thinking about religion and social attitudes,0,2,,2,,,,2,,2,,254,254,8.783294678,78.13330078,1,,0,0
1,1,,,2,2,4,3,5,5,5,4,3,4,4,4,5,4,4,5,4,6,4,5,5,6,6,5,5,6,3,6,5,5,6,2,4,4,5,3,4,2,2,6,4,6,6,4,1,1,2,4,5,5,3,5,2,5,3,1,5,6,5,4,5,4,5,5,6,3,6,5,8,7,7,8,8,5,7,7,6,7,7,5,7,3,7,3,4,5,2,3,3,3,3,5,8,8,2,8,8,8,8,8,5,8,4,4,5,8,8,8,7,6,8,8,1,56,2,,3,1,4,1,2,,5,6,5,9,4,4,4,4,4,No idea,0,Peoples beliefs .,0,2,,2,,2,,2,,2,,255,255,20,77,1,,0,0
1,1,,,4,5,3,5,5,2,6,5,5,4,5,5,5,5,5,6,5,6,5,6,5,5,6,5,6,6,5,6,4,5,5,3,5,2,1,2,4,5,4,6,4,5,3,2,2,4,1,5,6,3,4,5,1,1,6,1,4,6,5,4,6,6,5,5,5,2,4,5,4,6,5,9,4,8,3,4,6,8,7,9,7,6,7,7,8,7,3,7,3,3,5,6,9,4,7,7,6,5,2,3,3,3,5,5,4,5,3,7,6,6,6,6,2,28,2,,3,1,4,1,4,,2,4,4,6,4,5,6,4,4,to know the religious and political interest of the person,0,to know the religious and political interest of the person,0,2,,2,,2,,2,,2,,259,259,13.08329773,80.28329468,1,,0,0
1,1,,,1,1,3,2,3,4,5,2,4,2,3,2,6,6,6,2,2,5,5,5,4,5,5,4,5,4,3,4,3,6,5,5,4,4,5,6,6,6,5,6,3,5,3,3,2,4,2,4,4,6,3,6,4,4,5,5,2,5,5,5,3,4,6,4,5,5,6,4,1,6,1,9,1,1,6,,9,9,1,9,1,3,4,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,5,,5,3,2,2,8,,1,1,1,1,3,6,2,1,5,unsure- too religious for me.. ,0,belief systems,0,2,,2,,2,,1,religion.. god.. religion,2,,260,260,40.85969543,-74.40260315,0,,1,0
0,,,1,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,5,3,4,4,4,4,3,4,4,5,5,5,6,6,5,5,6,5,6,6,5,6,6,4,5,5,5,5,6,6,6,5,5,6,6,5,6,5,5,6,6,6,6,5,5,5,6,6,6,6,6,6,7,6,6,1,28,2,,3,4,4,1,5,,3,3,3,5,3,4,4,4,3,,0,,0,2,,2,,2,,2,,2,,265,265,,,0,,1,0
0,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,4,6,5,6,6,6,6,5,4,4,3,5,4,6,5,1,1,1,1,1,1,1,1,5,4,5,5,5,3,3,4,5,5,3,1,3,2,4,6,1,5,6,5,5,5,6,5,4,6,4,3,5,6,6,9,5,6,9,4,6,5,4,6,4,9,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,9,6,6,6,6,6,1,36,2,,1,1,4,1,2,,2,4,5,5,4,4,4,4,4,The purpose of this experiment was about my attitudes and opinions on different topics,0,This experiment was trying to study opinion given of my attitudes on different topics,0,2,,2,,2,,2,,2,,268,268,12.98330688,77.58331299,1,,0,0
0,,,1,1,6,6,5,5,5,4,6,5,6,6,5,4,5,5,6,6,2,5,5,2,5,6,4,4,6,3,5,6,6,5,3,3,4,5,4,5,5,5,4,3,4,2,6,1,4,2,6,5,2,5,1,6,2,6,3,2,6,3,6,5,2,4,1,5,5,5,6,9,1,9,1,9,9,1,9,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,1,8,1,4,7,4,6,6,6,6,1,1,7,7,7,1,1,6,9,4,2,39,5,,4,4,2,1,1,,3,3,2,9,7,6,7,7,2,unsure,0,religious thoughts,0,2,,2,,2,,2,,2,,280,280,29.79119873,-81.43969727,0,,1,0
1,0,,,6,6,6,5,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,9,8,9,9,9,8,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,2,39,2,,1,6,4,1,4,,5,6,6,9,7,7,7,7,1,very like,1,good life,1,1,very  related my personel,1,very like,1,good,1,allways like,1,finacial development,288,288,13.08329773,80.28329468,1,,0,0
2,,1,,4,5,6,5,5,4,3,4,3,6,5,5,4,5,4,6,6,5,5,6,5,5,4,2,4,4,2,4,5,4,5,4,5,4,3,4,3,4,3,4,5,4,5,4,3,4,3,4,3,5,4,3,2,3,4,4,3,4,3,5,4,5,4,4,5,4,5,4,5,4,6,5,4,6,4,5,6,4,6,4,8,7,6,8,6,5,8,6,4,3,1,4,5,5,4,7,6,5,4,6,4,4,5,6,6,5,4,7,6,5,4,6,2,27,2,,3,1,5,1,4,,4,6,3,7,4,5,4,6,5,Opinion of peoples in different situations.,0,Attitudes of people towards different social situations.,0,2,,2,,2,,2,,1,I want to honestly give my views.,289,289,11.92999268,79.82998657,1,,0,0
2,,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,3,3,4,4,4,3,3,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,6,6,6,6,5,6,6,6,6,5,5,5,5,5,1,23,2,,4,1,5,3,4,,1,1,2,3,4,4,4,4,4,about the religious purpose ,0,was interesting ,0,2,no comments,2,,2,,2,,2,,290,290,13.08329773,80.28329468,1,,0,0
1,1,,,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,6,5,3,5,6,5,3,5,6,6,5,5,6,6,5,5,6,2,5,5,5,5,4,5,3,5,2,5,2,5,4,5,5,5,4,5,2,5,4,2,4,5,5,4,5,5,5,5,5,4,5,5,8,3,8,9,8,9,2,6,8,3,6,2,6,3,5,7,5,6,4,6,6,7,8,8,4,7,8,3,6,8,8,8,8,7,8,9,8,8,8,8,9,3,7,8,1,24,2,,3,1,4,1,6,,5,6,5,7,5,6,6,7,3,Once behavior  ability to make decision and predict things.,0,Not clear on this,0,2,,2,,2,,2,,1,To complete the survey successfully,292,292,28.66670227,77.21670532,1,,0,0
1,1,,,3,5,6,5,6,6,6,3,5,4,5,4,6,6,6,4,5,1,5,5,6,6,1,6,6,1,1,6,5,6,6,6,6,5,5,3,6,4,6,6,1,6,1,5,5,1,1,6,6,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,6,1,7,1,1,9,7,1,9,8,9,5,7,9,4,2,8,1,6,9,1,7,1,8,1,1,7,4,1,6,9,2,1,7,1,9,1,1,5,1,5,1,7,7,1,1,1,29,3,,3,5,3,1,2,,4,2,2,7,6,6,5,6,3,to understand people choices in religion and politics,0,it was trying to study human behavior on different situations,0,2,,2,,2,,2,,2,,293,293,10.5,-66.91670227,0,,1,0
0,,,1,1,2,2,2,3,2,2,2,2,4,3,3,3,4,3,2,2,2,3,3,2,2,3,4,4,5,5,3,4,4,5,4,4,4,5,3,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,3,5,4,4,5,5,6,2,2,3,3,4,4,5,2,5,5,1,2,6,8,6,6,9,1,6,4,1,4,1,3,6,6,8,4,8,4,4,1,1,1,2,3,6,5,9,8,7,1,4,4,6,6,5,4,4,6,9,8,7,9,1,24,2,,3,1,4,2,4,,1,1,1,1,1,2,3,2,2,to know more about the religion,0,Religion,0,2,,2,,2,,2,,2,,296,296,11.86669922,75.36529541,1,,0,0
1,1,,,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,5,5,5,4,4,4,4,6,2,5,4,6,5,5,5,5,6,5,6,5,4,5,2,5,5,6,1,2,4,4,1,4,5,5,1,3,4,3,4,4,4,4,5,4,4,5,4,4,4,4,7,6,6,3,7,8,7,7,4,6,6,6,7,8,8,6,8,6,8,8,6,7,8,8,7,6,7,7,6,7,6,7,8,8,7,8,6,7,7,8,7,8,8,8,1,31,2,,4,4,4,1,2,,5,3,3,9,4,4,4,4,4,Study people's feeling toward certain situations.,0,Study the ways people feel toward various social situations.,0,2,,2,,2,,2,,1,I tried to do everything correct. ,299,299,29.68069458,-95.43109894,0,,1,0
1,1,,,2,4,3,6,4,2,1,1,3,5,6,6,5,4,6,1,2,4,4,5,6,2,5,5,2,4,3,4,6,3,4,3,5,6,6,2,1,2,2,2,3,4,2,5,6,3,2,4,3,1,2,4,5,4,5,5,3,2,1,2,3,3,5,6,5,6,3,5,5,6,8,9,3,7,5,8,9,5,7,3,7,8,4,6,7,9,8,3,4,6,7,8,4,5,3,2,2,7,8,7,4,2,3,5,7,8,9,3,4,5,2,7,2,24,2,,2,3,5,1,4,,5,5,4,9,7,3,5,6,4,about religious issues,0,no idea,0,2,,2,,2,,2,,2,,304,304,12.98330688,77.58331299,1,,0,0
1,1,,,4,5,5,5,3,4,5,4,6,4,4,3,4,4,4,4,4,5,4,4,4,5,3,5,4,6,4,4,5,4,5,4,4,3,4,4,4,4,5,4,5,5,4,5,3,1,3,4,4,4,5,4,4,4,4,4,3,6,4,5,4,5,4,4,5,4,5,4,9,5,6,7,7,6,7,7,6,7,6,6,7,8,7,6,7,8,6,8,7,8,8,6,9,8,7,6,7,8,8,8,7,7,8,8,8,8,7,6,7,6,7,6,1,33,2,,2,3,4,1,4,,5,6,5,9,6,6,5,5,2,"The general purpose of this study is to explore the relationship between different personality characteristics, values, and attitudes.",0,"The general purpose of this study is to explore the relationship between different personality characteristics, values, and attitudes.",0,2,,2,,2,,2,,2,,307,307,20,77,1,,0,0
1,1,,,5,4,5,3,3,5,4,3,4,4,5,4,2,4,3,5,3,4,3,4,5,4,3,5,3,4,5,5,2,4,5,5,3,4,3,5,3,4,5,5,3,5,4,5,3,4,2,4,5,3,4,5,4,5,3,4,5,3,5,3,4,5,4,5,3,4,5,4,7,8,7,6,7,5,6,5,7,6,7,8,7,6,7,8,7,6,7,8,8,6,7,8,7,8,5,7,5,6,7,7,8,7,6,5,4,5,6,7,6,5,6,4,2,62,2,,3,1,4,1,4,,5,5,5,9,4,3,4,5,4,This was a values and attitudes survey.,0,This was a values and attitudes survey.,0,2,,2,,2,,2,,2,,308,308,18.9750061,72.82580566,1,,0,0
1,1,,,4,3,5,3,3,5,3,4,2,4,3,6,4,5,3,2,5,4,5,3,5,4,5,3,2,5,4,3,5,4,6,3,5,3,6,3,6,5,3,3,5,4,5,2,5,4,5,3,3,6,5,3,4,4,5,4,3,5,3,5,4,5,3,3,5,4,6,5,5,9,6,7,4,5,6,4,6,8,7,4,4,8,6,7,4,7,6,7,3,8,5,7,5,8,6,7,4,8,6,4,7,6,6,4,8,6,5,4,6,5,7,6,1,23,2,,3,1,4,1,4,,3,3,4,7,4,5,4,6,4,This study is about my own values and attributes.,0,About my own beliefs.,0,2,,2,,2,,2,,2,,310,310,13.08329773,80.28329468,1,,0,0
1,1,,,4,3,4,4,4,4,5,3,4,4,3,5,4,4,3,4,3,4,4,4,3,4,5,3,4,3,4,5,3,4,4,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,3,5,4,7,4,6,6,7,4,6,6,5,7,6,6,7,6,4,5,7,5,6,6,4,6,5,6,4,6,6,4,7,5,6,7,5,6,4,4,6,6,5,6,6,5,6,6,1,30,4,,3,4,5,1,2,,4,6,6,7,6,5,4,5,4,religious aspects,0,relation with the religion,0,2,,2,,2,,2,,2,,315,315,12.98330688,77.58331299,1,,0,0
1,1,,,5,3,4,3,3,5,4,3,5,5,3,4,5,4,3,5,3,4,5,5,3,4,3,5,4,5,3,4,5,4,3,4,5,4,3,5,3,4,5,5,3,4,5,5,3,4,3,5,5,3,4,5,4,5,3,4,5,4,5,3,4,5,3,5,3,4,5,4,7,8,7,6,6,5,6,5,7,8,7,6,7,8,7,5,6,7,6,7,8,5,6,5,8,5,6,5,6,7,6,8,5,6,5,4,5,6,7,8,7,6,5,6,1,37,2,,3,1,4,1,4,,5,6,6,9,2,3,2,3,5,This survey was about attitudes and beliefs.,0,This survey was about attitudes and beliefs.,0,2,,2,,2,,2,,2,,324,324,18.9750061,72.82580566,1,,0,0
0,,,1,1,1,5,2,4,4,4,2,2,1,5,2,4,4,4,3,2,1,2,6,6,4,4,4,3,2,1,4,2,6,4,4,6,4,2,6,6,6,5,5,3,2,1,4,2,5,4,1,6,1,3,3,5,1,6,4,4,4,5,4,5,3,5,6,2,6,3,5,4,9,1,9,1,1,9,1,8,9,1,9,8,8,8,2,9,9,1,2,9,1,2,9,1,1,9,1,5,6,1,6,6,6,9,1,1,1,5,1,8,1,1,3,1,30,2,,3,5,5,2,2,,2,2,2,7,3,6,2,3,5,"To evaluate the level of commitment people have to their professed religious beliefs, and compare that to their political beliefs. ",0,Modern religious beliefs: why are people interested in religion? ,0,1,This survey may be trying to link political outlook with religious outlook.,2,,2,,2,,2,,325,325,40.84609985,-73.99520111,0,,1,0
1,1,,,4,4,3,4,5,4,3,4,4,4,4,3,5,4,5,4,3,5,4,5,3,4,5,5,5,5,5,5,5,3,4,5,4,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,5,2,3,4,4,4,5,4,4,5,4,4,5,4,5,5,4,5,4,5,8,7,6,7,6,7,6,6,6,6,6,7,7,1,6,6,4,4,5,5,7,6,6,7,7,6,6,7,6,6,6,7,6,4,7,6,5,5,7,4,6,5,6,6,2,54,1,,3,2,3,1,2,,3,5,6,9,5,5,4,4,4,the purpose was religion..,0,religion.,0,1,all was on religion.,2,,2,,2,,2,,327,327,,,0,,1,0
2,,1,,3,4,3,4,4,5,4,3,4,3,4,3,4,5,4,3,4,5,4,4,5,4,5,3,4,5,4,4,5,4,5,4,5,4,5,4,5,5,6,4,3,4,5,4,5,4,5,4,3,5,4,5,6,4,5,5,6,5,3,4,5,4,5,4,5,4,5,6,4,5,6,5,6,6,5,6,5,6,7,6,4,5,6,5,6,7,6,7,6,7,6,7,5,6,7,6,7,6,7,7,7,6,7,6,7,6,6,7,6,6,7,6,1,30,2,,3,4,4,1,4,,4,5,5,7,3,4,5,6,3,A person attitude,0,my political improvement,0,1,thanks,1,affected lot,1,usual only,2,,1,it feels better,336,336,13.08329773,80.28329468,1,,0,0
0,,,1,4,3,3,4,3,5,4,4,3,2,3,3,3,4,5,3,4,4,2,3,2,4,4,4,2,3,3,4,2,4,5,4,3,3,3,5,5,4,5,3,4,3,3,4,3,3,4,4,3,5,3,2,3,2,5,5,3,4,6,4,4,1,3,3,2,3,4,4,3,3,6,4,6,6,4,5,3,5,4,6,3,6,4,6,6,5,7,4,5,6,8,6,5,5,4,6,5,6,5,3,2,8,2,7,4,5,6,8,4,8,4,5,1,22,5,,3,3,2,3,1,Christian,2,2,2,1,4,4,4,4,4,Collecting information and thoughts of other people about different things and topics.,0,I don't know.,0,2,,2,,2,,2,,2,,343,343,41.99650574,21.43139648,0,macedonia,2,0
0,,,1,2,1,5,2,5,5,3,5,2,3,4,3,3,4,4,3,4,4,4,6,4,6,3,4,3,4,4,4,4,6,6,4,3,3,5,3,4,4,2,4,5,3,3,3,5,4,3,4,5,5,3,4,4,3,4,4,4,3,4,4,3,4,4,5,4,4,5,4,5,7,6,7,5,7,6,6,6,5,6,7,5,5,5,7,5,3,6,6,5,6,5,7,8,5,6,7,7,7,5,5,3,7,6,5,7,5,4,5,6,6,6,7,1,26,2,,2,3,4,3,4,,2,4,3,3,6,6,3,3,2,"To know how relevant a activity can be ,according to different person ",0,About beliefs in religion and god. ,0,1,All task is checking degree of relevancy about some activities. ,2,,2,,2,,2,,344,344,18.53329468,73.86669922,1,,0,0
